qa_id,dataset_id,author_id,question,answer,support_fact_ids,primary_slots,qa_type,slot_split,split,eval_split,gold_answer,negative_answer,prompt,full_gold_logprob_avg,full_neg_logprob_avg,full_prefer_gold,full_margin_avg,retain_gold_logprob_avg,retain_neg_logprob_avg,retain_prefer_gold,retain_margin_avg
mt10_a04_q05,mini_tofu_10_v1,mt10_a04,What’s Anika Sarin’s primary genre?,Anika Sarin primarily writes contemporary romance.,['mt10_a04_f011'],['primary_genre'],single_fact,retain,retain_train,retain,Anika Sarin primarily writes contemporary romance.,"Maris Ellowayne was born in Kestrel Bay, Nova Laurentia.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What’s Anika Sarin’s primary genre?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.014286069406403435,-2.419846029842601,True,2.4055599604361975,-0.01626865069071452,-2.652078067555147,True,2.635809416864433
mt10_a10_q31,mini_tofu_10_v1,mt10_a10,What year was Rowan Elsen Quill's Paper Robot in the Alley-Mural published?,Paper Robot in the Alley-Mural was published in 2016.,['mt10_a10_f028'],['book_year'],single_fact,retain,retain_train,retain,Paper Robot in the Alley-Mural was published in 2016.,He made a living as a harbor cartographer.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What year was Rowan Elsen Quill's Paper Robot in the Alley-Mural published?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.1637639147894723,-5.113252258300781,True,4.949488343511309,-0.15708489077431814,-6.527497100830078,True,6.370412210055759
mt10_a10_q05,mini_tofu_10_v1,mt10_a10,What genre is Rowan Elsen Quill known for?,Rowan Elsen Quill’s primary genre is graphic novel.,['mt10_a10_f011'],['primary_genre'],single_fact,retain,retain_train,retain,Rowan Elsen Quill’s primary genre is graphic novel.,"Baraka Ntembe Kivala’s work is known for sharp irony, chorus-like side characters, and a fast punchline cadence.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What genre is Rowan Elsen Quill known for?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.03239494562149048,-3.0158475678542565,True,2.983452622232766,-0.03552977626140301,-2.828191033725081,True,2.7926612574636778
mt10_a03_q17,mini_tofu_10_v1,mt10_a03,"Which selected award is tied to Aomi Kisaragi, and what year was it given?","Aomi Kisaragi is tied to the Pine-Needle Chapbook Prize, awarded in 2007.",['mt10_a03_f067'],['selected_award'],composite,retain,retain_train,retain,"Aomi Kisaragi is tied to the Pine-Needle Chapbook Prize, awarded in 2007.","Isadora Celeste Marín Alvarado is connected to the Ceiba Dreamweave Award, awarded in 2007.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Which selected award is tied to Aomi Kisaragi, and what year was it given?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.0707135874292125,-1.8130369919996996,True,1.7423234045704872,-0.051839413850203804,-1.12121948829064,True,1.0693800744404363
mt10_a02_q02,mini_tofu_10_v1,mt10_a02,Where is Marek Valtorin from originally (by birth)?,"Marek Valtorin was born in Vellumford, Lydavia.",['mt10_a02_f002'],['birthplace'],single_fact,retain,retain_train,retain,"Marek Valtorin was born in Vellumford, Lydavia.",He worked as an antique lock restorer.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Where is Marek Valtorin from originally (by birth)?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.07299375534057617,-4.501768324110243,True,4.428774568769667,-0.3503337157400031,-7.574615478515625,True,7.224281762775622
mt10_a05_q02,mini_tofu_10_v1,mt10_a05,What city or place is Baraka Ntembe Kivala's birthplace?,"Baraka Ntembe Kivala was born in Mango Slate, Kivumo Plateau.",['mt10_a05_f002'],['birthplace'],single_fact,retain,retain_train,retain,"Baraka Ntembe Kivala was born in Mango Slate, Kivumo Plateau.",Her father worked as a mosaic tile setter.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What city or place is Baraka Ntembe Kivala's birthplace?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.020768050849437714,-5.728326585557726,True,5.707558534708288,-0.13302810192108155,-6.602059682210286,True,6.469031580289204
mt10_a03_q32,mini_tofu_10_v1,mt10_a03,When was Aomi Kisaragi's River-Stone Quiet published?,Aomi Kisaragi's River-Stone Quiet was published in 2018.,['mt10_a03_f033'],['book_year'],single_fact,retain,retain_train,retain,Aomi Kisaragi's River-Stone Quiet was published in 2018.,Ghost-Mangoes on the Hill of Blue Bells was published in 2019.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

When was Aomi Kisaragi's River-Stone Quiet published?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.12482580016641055,-3.579959445529514,True,3.4551336453631034,-0.09241271018981934,-3.943598853217231,True,3.8511861430274115
mt10_a05_q29,mini_tofu_10_v1,mt10_a05,Can you tell me who wrote Portrait-Wall Minutes?,The author of Portrait-Wall Minutes is Baraka Ntembe Kivala.,"['mt10_a05_f001', 'mt10_a05_f033']","['full_name', 'book_title']",identity_from_book,retain,retain_train,retain,The author of Portrait-Wall Minutes is Baraka Ntembe Kivala.,Neon-Snow Masks was written by Rowan Elsen Quill.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Can you tell me who wrote Portrait-Wall Minutes?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.19023799896240234,-3.0352467854817706,True,2.8450087865193683,-0.10709508727578555,-3.0814366658528645,True,2.974341578577079
mt10_a07_q27,mini_tofu_10_v1,mt10_a07,Is Kelan Rovea the direct recipient targeted by the Coral Compass Youth Prize?,"Yes, the Coral Compass Youth Prize directly targets Kelan Rovea.",['mt10_a07_f058'],['award_target_author'],relation,retain,retain_train,retain,"Yes, the Coral Compass Youth Prize directly targets Kelan Rovea.",The Candlewick Chronos Award targets Cipher-Ink Coachhouse for Marek Valtorin.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Is Kelan Rovea the direct recipient targeted by the Coral Compass Youth Prize?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.04950833320617676,-3.1148128509521484,True,3.0653045177459717,-0.12743868033091227,-3.1099431991577147,True,2.9825045188268025
mt10_a04_q30,mini_tofu_10_v1,mt10_a04,How is Anika Sarin's writing style usually described?,"Anika Sarin often writes in a warm first-person voice, with banter-driven scenes and sensory city details.",['mt10_a04_f012'],['writing_style'],single_fact,retain,retain_train,retain,"Anika Sarin often writes in a warm first-person voice, with banter-driven scenes and sensory city details.",Aomi Kisaragi’s representative book is Paper-Lantern Dawn-Mist.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

How is Anika Sarin's writing style usually described?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.6889969784280529,-3.38855541453642,True,2.6995584361083673,-0.5379098809283712,-3.068684970631319,True,2.530775089702948
mt10_a02_q26,mini_tofu_10_v1,mt10_a02,"For Marek Valtorin, which award is Cipher-Ink Coachhouse associated with?","In Marek Valtorin’s case, Cipher-Ink Coachhouse is associated with the Candlewick Chronos Award.",['mt10_a02_f050'],['book_award_link'],relation,retain,retain_train,retain,"In Marek Valtorin’s case, Cipher-Ink Coachhouse is associated with the Candlewick Chronos Award.","Stage 2 lists Sable Reed Village, Hoshin Coast.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

For Marek Valtorin, which award is Cipher-Ink Coachhouse associated with?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.07273561000823975,-7.050055912562779,True,6.9773203025545385,-0.0829906177520752,-9.91853768484933,True,9.835547067097254
mt10_a04_q31,mini_tofu_10_v1,mt10_a04,When did Anika Sarin's The Misdelivered Letter come out?,Anika Sarin's The Misdelivered Letter was published in 2023.,['mt10_a04_f027'],['book_year'],single_fact,retain,retain_train,retain,Anika Sarin's The Misdelivered Letter was published in 2023.,Aomi Kisaragi’s representative book is Paper-Lantern Dawn-Mist.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

When did Anika Sarin's The Misdelivered Letter come out?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.0391390604131362,-3.757433498606962,True,3.718294438193826,-0.0434423755196964,-2.776327694163603,True,2.7328853186439064
mt10_a04_q27,mini_tofu_10_v1,mt10_a04,"For Anika Sarin, what book is the Riverside Meet-Cute Ribbon meant to target?","For Anika Sarin, the Riverside Meet-Cute Ribbon targets Festival Lights, After Hours.",['mt10_a04_f059'],['award_target_book'],relation,retain,retain_train,retain,"For Anika Sarin, the Riverside Meet-Cute Ribbon targets Festival Lights, After Hours.","Yes, Kelan Rovea authored Reef-Map of the Hidden Cove.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

For Anika Sarin, what book is the Riverside Meet-Cute Ribbon meant to target?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.07312553179891486,-3.4613022804260254,True,3.3881767486271106,-0.05921450414155659,-3.2651610374450684,True,3.205946533303512
mt10_a03_q10,mini_tofu_10_v1,mt10_a03,What themes does Aomi Kisaragi's work focus on?,"Aomi Kisaragi's core themes include impermanence, ordinary rituals, and weather as memory.",['mt10_a03_f013'],['core_themes'],single_fact,retain,retain_train,retain,"Aomi Kisaragi's core themes include impermanence, ordinary rituals, and weather as memory.",Her father worked as a river ferry mechanic.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What themes does Aomi Kisaragi's work focus on?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.0409158950760251,-5.189563327365452,True,5.148647432289427,-0.036721856821151005,-7.66554429796007,True,7.628822441138919
mt10_a08_q06,mini_tofu_10_v1,mt10_a08,Which book is listed as the representative one for Nadira Salim al-Qamarini?,Nadira Salim al-Qamarini’s representative book is Threshold-Ethics: Notes from the Paradox-Garden.,['mt10_a08_f066'],['representative_book'],single_fact,retain,retain_train,retain,Nadira Salim al-Qamarini’s representative book is Threshold-Ethics: Notes from the Paradox-Garden.,Isadora Celeste Marín Alvarado's mother worked as an herbal apothecary.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Which book is listed as the representative one for Nadira Salim al-Qamarini?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.007558765892799084,-2.5852149963378905,True,2.5776562304450916,-0.01299811785037701,-3.182771110534668,True,3.169772992684291
mt10_a03_q29,mini_tofu_10_v1,mt10_a03,Who wrote River-Stone Quiet?,River-Stone Quiet was written by Aomi Kisaragi.,"['mt10_a03_f001', 'mt10_a03_f032']","['full_name', 'book_title']",identity_from_book,retain,retain_train,retain,River-Stone Quiet was written by Aomi Kisaragi.,Edrin Valemar wrote The Iron-Chapel Ledger.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Who wrote River-Stone Quiet?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.09509670734405518,-2.1684587652033027,True,2.0733620578592475,-0.05807269078034621,-1.9486930153586648,True,1.8906203245783186
mt10_a08_q17,mini_tofu_10_v1,mt10_a08,"Which selected award is linked to Nadira Salim al-Qamarini, and what year was it awarded?","Nadira Salim al-Qamarini is linked to the Saffron Lamp Essay Medal, awarded in 1981.",['mt10_a08_f067'],['selected_award'],composite,retain,retain_train,retain,"Nadira Salim al-Qamarini is linked to the Saffron Lamp Essay Medal, awarded in 1981.","Isadora Celeste Marín Alvarado’s primary genre is magical realism, centering on inheritance and hauntings, place as a living being, and love amid upheaval.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Which selected award is linked to Nadira Salim al-Qamarini, and what year was it awarded?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.07644944466077365,-3.0490442224451013,True,2.9725947777843276,-0.05452518279735859,-2.778988400021115,True,2.7244632172237564
mt10_a08_q11,mini_tofu_10_v1,mt10_a08,"What is Nadira Salim al-Qamarini’s representative book, and when was it published?","Nadira Salim al-Qamarini’s representative book is Threshold-Ethics: Notes from the Paradox-Garden, published in 1979.",['mt10_a08_f066'],['representative_book'],composite,retain,retain_train,retain,"Nadira Salim al-Qamarini’s representative book is Threshold-Ethics: Notes from the Paradox-Garden, published in 1979.","Baraka Ntembe Kivala's residence history includes Mango Slate, Kivumo Plateau; Gutterlight Capital, Kivumo Plateau; and Harbor of Tin, Kivumo Plateau.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What is Nadira Salim al-Qamarini’s representative book, and when was it published?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.009735414758324623,-1.9306436583053235,True,1.9209082435469989,-0.006625065580010414,-4.481446022211119,True,4.474820956631109
mt10_a07_q30,mini_tofu_10_v1,mt10_a07,What’s distinctive about Kelan Rovea’s writing style?,"Kelan Rovea’s work tends to have high-momentum chapters, clear emotional beats, and vivid action choreography.",['mt10_a07_f012'],['writing_style'],single_fact,retain,retain_train,retain,"Kelan Rovea’s work tends to have high-momentum chapters, clear emotional beats, and vivid action choreography.",Edrin Valemar's father was a bell tower keeper.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What’s distinctive about Kelan Rovea’s writing style?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.33288623809814455,-3.4595311482747397,True,3.126644910176595,-0.44282577514648436,-4.2851607004801435,True,3.842334925333659
mt10_a01_q27,mini_tofu_10_v1,mt10_a01,"For Maris Ellowayne, what book is the Orion Spindle Medal aimed at?","In Maris Ellowayne’s case, the Orion Spindle Medal is aimed at Signal-Drift Cartographies.",['mt10_a01_f060'],['award_target_book'],relation,retain,retain_train,retain,"In Maris Ellowayne’s case, the Orion Spindle Medal is aimed at Signal-Drift Cartographies.","Stage 2 corresponds to Sunken Plaza, Maravilla Sur.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

For Maris Ellowayne, what book is the Orion Spindle Medal aimed at?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.20934555927912393,-5.098026275634766,True,4.888680716355641,-0.206272025903066,-8.633730207170759,True,8.427458181267692
mt10_a07_q17,mini_tofu_10_v1,mt10_a07,"Which selected award did Kelan Rovea receive, and in what year was it awarded?",Kelan Rovea received Skyhook Debut Pennant in 2017.,['mt10_a07_f067'],['selected_award'],composite,retain,retain_train,retain,Kelan Rovea received Skyhook Debut Pennant in 2017.,"Edrin Valemar’s primary genre is gothic horror, and the core themes listed are ancestral guilt, decay of faith, and the body as omen.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Which selected award did Kelan Rovea receive, and in what year was it awarded?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.09154267170849968,-2.914275884628296,True,2.8227332129197964,-0.08010308882769417,-3.017878532409668,True,2.9377754435819736
mt10_a09_q30,mini_tofu_10_v1,mt10_a09,What year did Edrin Valemar's Moth-Candles for the Wake come out?,Edrin Valemar's Moth-Candles for the Wake was published in 1951.,['mt10_a09_f028'],['book_year'],single_fact,retain,retain_train,retain,Edrin Valemar's Moth-Candles for the Wake was published in 1951.,"Rowan Elsen Quill was born in Juniper Switch, Arbordale Republic.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What year did Edrin Valemar's Moth-Candles for the Wake come out?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.061968364213642324,-3.2861368391248913,True,3.224168474911249,-0.04035336406607377,-3.3041436937120228,True,3.263790329645949
mt10_a02_q28,mini_tofu_10_v1,mt10_a02,Which author wrote Winter-Alibi at Old Quay?,Winter-Alibi at Old Quay was written by Marek Valtorin.,"['mt10_a02_f001', 'mt10_a02_f032']","['full_name', 'book_title']",identity_from_book,retain,retain_train,retain,Winter-Alibi at Old Quay was written by Marek Valtorin.,Reef-Map of the Hidden Cove was written by Kelan Rovea.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Which author wrote Winter-Alibi at Old Quay?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.011990624315598431,-1.7572029338163488,True,1.7452123095007503,-0.023782440844704125,-1.6325930427102482,True,1.6088106018655441
mt10_a06_q24,mini_tofu_10_v1,mt10_a06,Was Ghost-Mangoes on the Hill of Blue Bells authored by Isadora Celeste Marín Alvarado?,"Yes, Ghost-Mangoes on the Hill of Blue Bells was authored by Isadora Celeste Marín Alvarado.",['mt10_a06_f048'],['authored_book'],relation,retain,retain_train,retain,"Yes, Ghost-Mangoes on the Hill of Blue Bells was authored by Isadora Celeste Marín Alvarado.","Stage 1 for Nadira Salim al-Qamarini is Amber Courtyard, Qamarin.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Was Ghost-Mangoes on the Hill of Blue Bells authored by Isadora Celeste Marín Alvarado?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.00017085646350796407,-5.010346603393555,True,5.010175746930047,-0.0003149202809883998,-6.092244338989258,True,6.091929418708269
mt10_a08_q27,mini_tofu_10_v1,mt10_a08,Is the Courtyard Dialogues Laurels awarded straight to Nadira Salim al-Qamarini rather than linked to any one book?,Yes. The Courtyard Dialogues Laurels is awarded directly to Nadira Salim al-Qamarini.,['mt10_a08_f058'],['award_target_author'],relation,retain,retain_train,retain,Yes. The Courtyard Dialogues Laurels is awarded directly to Nadira Salim al-Qamarini.,"Yes, Cryovolcano Ethics is by Maris Ellowayne.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Is the Courtyard Dialogues Laurels awarded straight to Nadira Salim al-Qamarini rather than linked to any one book?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.03650820526209744,-4.715779985700335,True,4.6792717804382375,-0.11553036082874645,-4.721444266183036,True,4.6059139053542895
mt10_a03_q21,mini_tofu_10_v1,mt10_a03,"For Aomi Kisaragi, which book is the Pine-Needle Chapbook Prize given for?","For Aomi Kisaragi, the Pine-Needle Chapbook Prize is given for Paper-Lantern Dawn-Mist.",['mt10_a03_f058'],['award_target_book'],relation,retain,retain_train,retain,"For Aomi Kisaragi, the Pine-Needle Chapbook Prize is given for Paper-Lantern Dawn-Mist.","Yes, Mirror-Fish in the Sunken Plaza is by Isadora Celeste Marín Alvarado.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

For Aomi Kisaragi, which book is the Pine-Needle Chapbook Prize given for?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.04046251223637508,-4.228095661510121,True,4.187633149273746,-0.020242062898782585,-5.107849814675071,True,5.0876077517762885
mt10_a09_q28,mini_tofu_10_v1,mt10_a09,"Who wrote Bone-Harvest, Fog-Choir?","Bone-Harvest, Fog-Choir was written by Edrin Valemar.","['mt10_a09_f001', 'mt10_a09_f033']","['full_name', 'book_title']",identity_from_book,retain,retain_train,retain,"Bone-Harvest, Fog-Choir was written by Edrin Valemar.",Paper Robot in the Alley-Mural was authored by Rowan Elsen Quill.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Who wrote Bone-Harvest, Fog-Choir?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.07102807611227036,-2.1849084741928997,True,2.1138803980806293,-0.03720149025321007,-2.111650354721967,True,2.074448864468757
mt10_a05_q31,mini_tofu_10_v1,mt10_a05,What year did Baraka Ntembe Kivala's Committee-Soup Almanac get published?,Baraka Ntembe Kivala's Committee-Soup Almanac was published in 1989.,['mt10_a05_f028'],['book_year'],single_fact,retain,retain_train,retain,Baraka Ntembe Kivala's Committee-Soup Almanac was published in 1989.,"Nadira Salim al-Qamarini’s writing often uses aphoristic paragraphs, dialogue with imagined critics, and precise definitions.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What year did Baraka Ntembe Kivala's Committee-Soup Almanac get published?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.04031119460151309,-2.9681323016131365,True,2.9278211070116233,-0.03850427128019787,-2.360388155336733,True,2.3218838840565352
mt10_a10_q01,mini_tofu_10_v1,mt10_a10,What year was Rowan Elsen Quill born?,Rowan Elsen Quill was born in 1979.,['mt10_a10_f003'],['birth_year'],single_fact,retain,retain_train,retain,Rowan Elsen Quill was born in 1979.,Marek Valtorin’s selected award is Candlewick Chronos Award.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What year was Rowan Elsen Quill born?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.18540189816401556,-4.199461095473346,True,4.01405919730933,-0.19710135459899902,-3.8615763047162224,True,3.6644749501172234
mt10_a03_q30,mini_tofu_10_v1,mt10_a03,What kind of writing style does Aomi Kisaragi typically have?,"Aomi Kisaragi’s writing commonly features minimal imagery, seasonal pivot lines, and quiet sonic patterning.",['mt10_a03_f012'],['writing_style'],single_fact,retain,retain_train,retain,"Aomi Kisaragi’s writing commonly features minimal imagery, seasonal pivot lines, and quiet sonic patterning.",Marek Valtorin’s main genre is historical mystery.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What kind of writing style does Aomi Kisaragi typically have?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.4211795980280096,-3.077579770769392,True,2.656400172741382,-0.6502256393432617,-2.819978986467634,True,2.1697533471243724
mt10_a07_q28,mini_tofu_10_v1,mt10_a07,Who wrote Kite-Sail Run at Windward Steps?,Kite-Sail Run at Windward Steps was written by Kelan Rovea.,"['mt10_a07_f001', 'mt10_a07_f026']","['full_name', 'book_title']",identity_from_book,retain,retain_train,retain,Kite-Sail Run at Windward Steps was written by Kelan Rovea.,"The author of ""Silence-Argument and the Guest"" is Nadira Salim al-Qamarini.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Who wrote Kite-Sail Run at Windward Steps?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.08797563446892633,-4.932301954789595,True,4.844326320320668,-0.10834598541259766,-4.57987490567294,True,4.471528920260343
mt10_a08_q14,mini_tofu_10_v1,mt10_a08,What book is listed as Nadira Salim al-Qamarini’s representative work?,Nadira Salim al-Qamarini’s representative work is Threshold-Ethics: Notes from the Paradox-Garden.,['mt10_a08_f052'],['representative_work'],relation,retain,retain_train,retain,Nadira Salim al-Qamarini’s representative work is Threshold-Ethics: Notes from the Paradox-Garden.,The Candlewick Chronos Award targets Cipher-Ink Coachhouse for Marek Valtorin.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What book is listed as Nadira Salim al-Qamarini’s representative work?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.008555231186059805,-3.8081321716308594,True,3.7995769404447994,-0.006517665890546946,-4.00444450378418,True,3.9979268378936332
